Band,Bauwerk,Modul,Eigenschaft,Literaturangabe,Autor,Eingabe komplett,"Datenbankeintrag (Bild, Kurztext, Literaturverweis, basis Strukturdaten)",Notiz,Seite_von,Seite_bis,Ort
Band 8,"Markt Kraiburg, Ehenalige Deckenbilder aus der Bruckmühle",0,Profan,"Markt Kraiburg, in: Büttner, Frank/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 8: Freistaat Bayern, Regierungsbezirk Oberbayern, Landkreis Mühldorf am Inn, München 2002,S.141-144.","Böhm, Cordula",,,,141,144,Markt Kraiburg
Band 8,"Mettenheim, Pfarrkirche St. Michael",0,Sakral,"Mettenheim, in: Büttner, Frank/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 8: Freistaat Bayern, Regierungsbezirk Oberbayern, Landkreis Mühldorf am Inn, München 2002,S.145-156.","Böhm, Cordula",,,,145,156,Mettenheim
Band 8,"Mössling, Pfarrkirche Mariä Himmelfahrt",0,Sakral,"Mössling, in: Büttner, Frank/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 8: Freistaat Bayern, Regierungsbezirk Oberbayern, Landkreis Mühldorf am Inn, München 2002, S.157-159.","Böhm, Cordula",,,,157,159,Mössling
Band 8,"Mühldorf, Stadtpfarrkirche und ehem. Kollegiatskirche St. Nikolaus",0,Sakral,"Mühldorf, in: Büttner, Frank/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 8: Freistaat Bayern, Regierungsbezirk Oberbayern, Landkreis Mühldorf am Inn, München 2002,S.160-178.","Bauer-Wild, Anna/Böhm, Cordula/Tezmen-Siegel, Jutta",,,,160,178,Mühldorf
Band 8,"Mühldorf, Filialkirche St. Katharina",0,Sakral,"Mühldorf, in: Büttner, Frank/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 8: Freistaat Bayern, Regierungsbezirk Oberbayern, Landkreis Mühldorf am Inn, München 2002,S.179-183.","Böhm, Cordula",,,,179,183,Mühldorf
Band 8,"Mühldorf, Votivkapelle Maria Eich",0,Sakral,"Mühldorf, in: Büttner, Frank/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 8: Freistaat Bayern, Regierungsbezirk Oberbayern, Landkreis Mühldorf am Inn, München 2002,S.183-184.","Böhm, Cordula",,,,183,184,Mühldorf
Band 8,"Neufahrn, Filialkirche St. Rupert",0,Sakral,"Neufahrn, in: Büttner, Frank/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 8: Freistaat Bayern, Regierungsbezirk Oberbayern, Landkreis Mühldorf am Inn, München 2002,S.185-189.","Böhm, Cordula",,,,185,189,Neufahrn
Band 8,"Neumarkt St. Veit, ehem. Benediktinerkloster St. Veit",0,Sakral,"Neumarkt St. Veit, in: Büttner, Frank/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 8: Freistaat Bayern, Regierungsbezirk Oberbayern, Landkreis Mühldorf am Inn, München 2002,S. 190-194.","Böhm, Cordula",,,,190,194,Neumarkt St. Veit
Band 8,"Oberflossing, Pfarrkirche St. Johann Baptist",0,Sakral,"Oberflossing, in: Büttner, Frank/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 8: Freistaat Bayern, Regierungsbezirk Oberbayern, Landkreis Mühldorf am Inn, München 2002,S. 195-203.","Böhm, Cordula",,,,195,203,Oberflossing
Band 8,"Oberneukirchen, Pfarrkirche St. Margareta",0,Sakral,"Oberneukirchen, in: Büttner, Frank/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 8: Freistaat Bayern, Regierungsbezirk Oberbayern, Landkreis Mühldorf am Inn, München 2002, S.204-208.","Böhm, Cordula",,,,204,208,Oberneukirchen
Band 8,"Oberornau, Pfarrkirche St. Andreas",0,Sakral,"Oberornau, in: Büttner, Frank/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 8: Freistaat Bayern, Regierungsbezirk Oberbayern, Landkreis Mühldorf am Inn, München 2002, S.209-217.","Böhm, Cordula",,,,209,217,Oberornau
Band 8,"Polling, Kuratiekirche Mariä Heimsuchung",0,Sakral,"Polling, in: Büttner, Frank/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 8: Freistaat Bayern, Regierungsbezirk Oberbayern, Landkreis Mühldorf am Inn, München 2002, S.218-220.","Böhm, Cordula",,,,218,220,Polling
Band 8,"Pürten, Pfarr- und Wallfahrtskirche Mariä Himmelfahrt",0,Sakral,"Pürten, in: Büttner, Frank/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 8: Freistaat Bayern, Regierungsbezirk Oberbayern, Landkreis Mühldorf am Inn, München 2002, S.221-231","Böhm, Cordula",,,,221,231,Pürten
Band 8,"Rattenkirchen, Pfarrkirche Mariä Himmelfahrt",0,Sakral,"Rattenkirchen, in: Büttner, Frank/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 8: Freistaat Bayern, Regierungsbezirk Oberbayern, Landkreis Mühldorf am Inn, München 2002, S.232-247.","Böhm, Cordula",,,,232,247,Rattenkirchen
Band 8,"Reichertsheim, Pfarrkirche Mariä Himmelfahrt",0,Sakral,"Reichertsheim, in: Büttner, Frank/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 8: Freistaat Bayern, Regierungsbezirk Oberbayern, Landkreis Mühldorf am Inn, München 2002, S.248-253.","Böhm, Cordula",,,,248,253,Reichertsheim
Band 8,"Riedbach, Filialkirche St. Rupert",0,Sakral,"Riedbach, in: Büttner, Frank/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 8: Freistaat Bayern, Regierungsbezirk Oberbayern, Landkreis Mühldorf am Inn, München 2002, S.254-256.","Böhm, Cordula",,,,254,256,Riedbach
Band 8,"Salmanskirchen, Filialkirche St. Johannes Evangelist und St. Johannes Baptist",0,Sakral,"Salmanskirchen, in: Büttner, Frank/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 8: Freistaat Bayern, Regierungsbezirk Oberbayern, Landkreis Mühldorf am Inn, München 2002, S.257-260.","Böhm, Cordula",,,,257,260,Salmanskirchen
Band 8,"Sankt Erasmus, Filialkirche St. Erasmus",0,Sakral,"Sankt Erasmus, in: Büttner, Frank/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 8: Freistaat Bayern, Regierungsbezirk Oberbayern, Landkreis Mühldorf am Inn, München 2002, S.261-266.","Böhm, Cordula",,,,261,266,Sankt Erasmus
Band 8,"Thambach, Filialkirche St. Georg",0,Sakral,"Thambach, in: Büttner, Frank/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 8: Freistaat Bayern, Regierungsbezirk Oberbayern, Landkreis Mühldorf am Inn, München 2002, S.267-272.","Böhm, Cordula",,,,267,272,Thambach
Band 8,"Unterzarnham, Filialkirche St. Viktor und St. Corona",0,Sakral,"Unterzarnham, in: Büttner, Frank/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 8: Freistaat Bayern, Regierungsbezirk Oberbayern, Landkreis Mühldorf am Inn, München 2002, S.273.","Böhm, Cordula",,,,273,273,Unterzarnham
Band 8,"Walkersaich, Kuratiekirche Mriä Himmelfahrt",0,Sakral,"Walkersaich, in: Büttner, Frank/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 8: Freistaat Bayern, Regierungsbezirk Oberbayern, Landkreis Mühldorf am Inn, München 2002, S.274-283.","Bauer-Wild, Anna",,,,274,283,Walkersaich
Band 8,"Wang, Pfarrkirche St. Georg",0,Sakral,"Wang, in: Büttner, Frank/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 8: Freistaat Bayern, Regierungsbezirk Oberbayern, Landkreis Mühldorf am Inn, München 2002, S.284-285.","Böhm, Cordula",,,,284,285,Wang
Band 8,"Weilkirchen, Filialkirche St. Georg",0,Sakral,"Weilkirchen, in: Büttner, Frank/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 8: Freistaat Bayern, Regierungsbezirk Oberbayern, Landkreis Mühldorf am Inn, München 2002, S.286-293.","Böhm, Cordula",,,,286,293,Weilkirchen
Band 8,"Wimpasing bei Ampfing, Sog. Schweppermannkapelle",0,Sakral,"Wimpasing bei Ampfing, in: Büttner, Frank/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 8: Freistaat Bayern, Regierungsbezirk Oberbayern, Landkreis Mühldorf am Inn, München 2002, S.294-298.","Böhm, Cordula",,,,294,298,Wimpasing bei Ampfing
Band 8,"Wimpasing bei Malseneck, Feldkapelle",0,Sakral,"Wimpasing bei Malseneck, in: Büttner, Frank/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 8: Freistaat Bayern, Regierungsbezirk Oberbayern, Landkreis Mühldorf am Inn, München 2002, S.299-301.","Böhm, Cordula",,,,299,301,Wimpasing bei Malseneck
Band 8,"Wörth, Filialkirche St. Georg",0,Sakral,"Wörth, in: Büttner, Frank/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 8: Freistaat Bayern, Regierungsbezirk Oberbayern, Landkreis Mühldorf am Inn, München 2002, S.302-304.","Böhm, Cordula",,,,302,304,Wörth
Band 8,"Zangberg, Kloster St. Joseph der Salesianerinnen",0,Sakral,"Zangberg, in: Büttner, Frank/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 8: Freistaat Bayern, Regierungsbezirk Oberbayern, Landkreis Mühldorf am Inn, München 2002, S.305-343.","Bauer-Wild, Anna/Böhm, Cordula",,,,305,343,Zangberg
