Band,Bauwerk,Modul,Eigenschaft,Literaturangabe,Autor,Eingabe komplett,"Datenbankeintrag (Bild, Kurztext, Literaturverweis, basis Strukturdaten)",Notiz,Seite_von,Seite_bis,Ort
Band 5,"Indersdorf, ehem. Stiftskirche Mariä Himmelfahrt",0,Sakral,"Kloster Indersdorf, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 5: Freistaat Bayern. Regierungsbezirk Oberbayern. Landkreis Dachau, München 1995, S.98-139.",,,X,,98,139,Indersdorf
Band 5,"Indersdorf, Klostergebäude",0,Sakral,"Kloster Indersdorf, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 5: Freistaat Bayern. Regierungsbezirk Oberbayern. Landkreis Dachau, München 1995, S.140-153.","Volk-Knüttel, Brigitte",,X,,140,153,Indersdorf
Band 5,"Kollbach, Pfarrkirche St. Martin",0,Sakral,"Kollbach, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 5: Freistaat Bayern. Regierungsbezirk Oberbayern. Landkreis Dachau, München 1995, S.154.","Bauer-Wild, Anna",,X,,154,154,Kollbach
Band 5,"Kreuzholzhausen, Pfarrkirche Hl.Kreuzauffindung",0,Sakral,"Kreuzholzhausen, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 5: Freistaat Bayern. Regierungsbezirk Oberbayern. Landkreis Dachau, München 1995, S.155-161.","Bauer-Wild, Anna",,X,,155,161,Kreuzholzhausen
Band 5,"Lauterbach, Filialkirche St. Alban",0,Sakral,"Lauterbach, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 5: Freistaat Bayern. Regierungsbezirk Oberbayern. Landkreis Dachau, München 1995, S.162-167.","Bauer-Wild, Anna",,X,,162,167,Lauterbach
Band 5,"Markt Indersdorf, Marktkirche St. Bartholomäus",0,Sakral,"Markt Indersdorf, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 5: Freistaat Bayern. Regierungsbezirk Oberbayern. Landkreis Dachau, München 1995, S.168-177.","Bauer-Wild, Anna",,X,,168,177,Markt Indersdorf
Band 5,"Odelzhausen, Pfarrkirche St. Benedikt",0,Sakral,"Odelzhausen, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 5: Freistaat Bayern. Regierungsbezirk Oberbayern. Landkreis Dachau, München 1995, S.178-188.","Bauer-Wild, Anna",,X,,178,188,Odelzhausen
Band 5,"Orthofen, Filialkirche Hl. Kreuzauffindung",0,Sakral,"Orthofen, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 5: Freistaat Bayern. Regierungsbezirk Oberbayern. Landkreis Dachau, München 1995, S.189-191.","Bauer-Wild, Anna",,X,,189,191,Orthofen
Band 5,"Pfaffenhofen an der Glonn, Pfarrkirche St. Michael",0,Sakral,"Pfaffenhofen an der Glonn, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 5: Freistaat Bayern. Regierungsbezirk Oberbayern. Landkreis Dachau, München 1995, S.192-201.","Sauerländer, Brigitte",,X,,192,201,Pfaffenhofen an der Glonn
Band 5,"Pipinsried, Wallfahrtskapelle St. Wolfgang",0,Sakral,"Pipinsried, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 5: Freistaat Bayern. Regierungsbezirk Oberbayern. Landkreis Dachau, München 1995, S.202-211.","Bauer-Wild, Anna",,X,,202,211,Pipinsried
Band 5,"Puchschlagen, Filialkirche St. Kastulus",0,Sakral,"Puchschlagen, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 5: Freistaat Bayern. Regierungsbezirk Oberbayern. Landkreis Dachau, München 1995, S.212-223.","Bauer-Wild, Anna",,X,,212,223,Puchschlagen
Band 5,"Rumeltshausen, Filialkirche St. Laurentius",0,Sakral,"Rumeltshausen, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 5: Freistaat Bayern. Regierungsbezirk Oberbayern. Landkreis Dachau, München 1995, S.224-230.","Bauer-Wild, Anna",,X,,224,230,Rumeltshausen
Band 5,"Schönbrunn, Filialkirche Hl. Kreuzauffindung",0,Sakral,"Schönbrunn, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 5: Freistaat Bayern. Regierungsbezirk Oberbayern. Landkreis Dachau, München 1995, S.231-234.","Bauer-Wild, Anna",,X,,231,234,Schönbrunn
Band 5,"Sigmertshausen, Filialkirche St. Vitalis",0,Sakral,"Sigmertshausen, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 5: Freistaat Bayern. Regierungsbezirk Oberbayern. Landkreis Dachau, München 1995, S.235-243.","Bauer-Wild, Anna",,X,,235,243,Sigmertshausen
Band 5,"Sittenbach, Pfarrkirche St. Laurentius",0,Sakral,"Sittenbach, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 5: Freistaat Bayern. Regierungsbezirk Oberbayern. Landkreis Dachau, München 1995, S.244-252.","Bauer-Wild, Anna",,X,,244,252,Sittenbach
Band 5,"Strassbach, Filialkriche St. Ottilia von Hohenburg",0,Sakral,"Strassbach, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 5: Freistaat Bayern. Regierungsbezirk Oberbayern. Landkreis Dachau, München 1995, S.252-261.","Bauer-Wild, Anna",,X,,252,261,Strassbach
Band 5,"Unterumbach, Filialkirche St. Martin",0,Sakral,"Unterumbach, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 5: Freistaat Bayern. Regierungsbezirk Oberbayern. Landkreis Dachau, München 1995, S.262-265.","Bauer-Wild, Anna",,X,,262,265,Unterumbach
Band 5,"Unterweikertshofen, Filialkirche St. Gabinus",0,Sakral,"Unterweikertshofen, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 5: Freistaat Bayern. Regierungsbezirk Oberbayern. Landkreis Dachau, München 1995, S.266-273.","Bauer-Wild, Anna",,X,,266,273,Unterweikertshofen
Band 5,"Unterweilbach, Schloßkapelle St. Martin",0,Sakral,"Unterweilbach, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 5: Freistaat Bayern. Regierungsbezirk Oberbayern. Landkreis Dachau, München 1995, S.274.","Bauer-Wild, Anna",,X,,274,274,Unterweilbach
Band 5,"Vierkirchen, Pfarrkirche St. Jakobus der Ältere",0,Sakral,"Vierkirchen, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 5: Freistaat Bayern. Regierungsbezirk Oberbayern. Landkreis Dachau, München 1995, S.275-283.","Bauer-Wild, Anna",,X,,275,283,Vierkirchen
Band 5,"Walkertshofen, Pfarrkirche Mariä Himmelfahrt",0,Sakral,"Walkertshofen, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 5: Freistaat Bayern. Regierungsbezirk Oberbayern. Landkreis Dachau, München 1995, S.284-289.","Bauer-Wild, Anna",,X,,284,289,Walkertshofen
Band 5,"Weichs, Pfarrkirche St. Martin",0,Sakral,"Weichs, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 5: Freistaat Bayern. Regierungsbezirk Oberbayern. Landkreis Dachau, München 1995, S.290-300.","Bauer-Wild, Anna",,X,,290,300,Weichs
Band 5,"Westerholzhausen, Pfarrkirche St. Korbinian",0,Sakral,"Westerholzhausen, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 5: Freistaat Bayern. Regierungsbezirk Oberbayern. Landkreis Dachau, München 1995, S.301-303.","Bauer-Wild, Anna",,X,,301,303,Westerholzhausen
