Band,Bauwerk,Modul,Eigenschaft,Literaturangabe,Autor,Eingabe komplett,"Datenbankeintrag (Bild, Kurztext, Literaturverweis, basis Strukturdaten)",Notiz,Seite_von,Seite_bis,Ort
Band 6,"Freising, Kapelle in der ehem. Domdechantei",0,Sakral,"Objekt, in: Bauer, Hermann/Büttner, Frank/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 6: Freistaat Bayern, Regierungsbezirk Oberbayern, Stadt und Landkreis Freising, München 1998, S.163-164.","Volk-Knüttel, Brigitte",,,,163,164,Freising
Band 6,"Freising, sog. Asamsaal im ehem. Bischöflichen Lyzeum",0,Sakral,"Objekt, in: Bauer, Hermann/Büttner, Frank/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 6: Freistaat Bayern, Regierungsbezirk Oberbayern, Stadt und Landkreis Freising, München 1998, S.165-173.","Volk-Knüttel, Brigitte",,,,165,173,Freising
Band 6,"Freising, Altöttinger Kapelle",0,Sakral,"Objekt, in: Bauer, Hermann/Büttner, Frank/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 6: Freistaat Bayern, Regierungsbezirk Oberbayern, Stadt und Landkreis Freising, München 1998, S.174","Böhm, Cordula",,,,174,174,Freising
Band 6,"Freising, Neustift bei Freising, ehem. Klosterkirche",0,Sakral,"Objekt, in: Bauer, Hermann/Büttner, Frank/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 6: Freistaat Bayern, Regierungsbezirk Oberbayern, Stadt und Landkreis Freising, München 1998, S.175-187.","Bauer-Wild, Anna",,,,175,187,Freising
Band 6,"Freising, Weihenstephan, Ehem. Benediktinerkloster, jetzt Technische Universität, Festsaal",0,Sakral,"Objekt, in: Bauer, Hermann/Büttner, Frank/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 6: Freistaat Bayern, Regierungsbezirk Oberbayern, Stadt und Landkreis Freising, München 1998, S.188-199.","Volk-Knüttel, Brigitte",,,,188,199,Freising
Band 6,"Freising, Wies bei Freising, Wallfahrtskirche",0,Sakral,"Objekt, in: Bauer, Hermann/Büttner, Frank/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 6: Freistaat Bayern, Regierungsbezirk Oberbayern, Stadt und Landkreis Freising, München 1998, S.200-213.","Bauer-Wild, Anna",,,,200,213,Freising
Band 6,"Fürholzen, Pfarrkirche St. Stephanus",0,Sakral,"Objekt, in: Bauer, Hermann/Büttner, Frank/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 6: Freistaat Bayern, Regierungsbezirk Oberbayern, Stadt und Landkreis Freising, München 1998, S.214-221.","Tezmen-Siegel, Jutta",,,,214,221,Fürholzen
Band 6,"Giggenhausen, Filialkirche St. Stephan",0,Sakral,"Objekt, in: Bauer, Hermann/Büttner, Frank/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 6: Freistaat Bayern, Regierungsbezirk Oberbayern, Stadt und Landkreis Freising, München 1998, S.222-224.","Tezmen-Siegel, Jutta",,,,222,224,Giggenhausen
Band 6,"Großeisenbach, Filialkirche St. Leonhard",0,Sakral,"Objekt, in: Bauer, Hermann/Büttner, Frank/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 6: Freistaat Bayern, Regierungsbezirk Oberbayern, Stadt und Landkreis Freising, München 1998, S.225-228.","Tezmen-Siegel, Jutta",,,,225,228,Großeisenbach
Band 6,"Günzenhausen, Filialkirche St. Laurentius",0,Sakral,"Objekt, in: Bauer, Hermann/Büttner, Frank/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 6: Freistaat Bayern, Regierungsbezirk Oberbayern, Stadt und Landkreis Freising, München 1998, S.229-230.","Tezmen-Siegel, Jutta/Volk-Knüttel, Brigitte",,,,229,230,Günzenhausen
Band 6,"Haag an der Amper, Pfarrkirche St. Laurentius",0,Sakral,"Objekt, in: Bauer, Hermann/Büttner, Frank/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 6: Freistaat Bayern, Regierungsbezirk Oberbayern, Stadt und Landkreis Freising, München 1998, S.231-241.","Bauer-Wild, Anna/Böhm, Cordula",,,,231,241,Haag an der Amper
Band 6,"Hörgertshausen, Pfarrkirche St. Jakobus der Ältere",0,Sakral,"Objekt, in: Bauer, Hermann/Büttner, Frank/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 6: Freistaat Bayern, Regierungsbezirk Oberbayern, Stadt und Landkreis Freising, München 1998, S.242-260.","Bauer-Wild, Anna/Böhm, Cordula",,,,242,260,Hörgertshausen
Band 6,"Hohenkammer, Pfarrkirche St. Johannes Evangelist",0,Sakral,"Objekt, in: Bauer, Hermann/Büttner, Frank/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 6: Freistaat Bayern, Regierungsbezirk Oberbayern, Stadt und Landkreis Freising, München 1998, S.261-265.","Tezmen-Siegel, Jutta",,,,261,265,Hohenkammer
Band 6,"Johanneck, Filialkirche Mariä Himmelfahrt",0,Sakral,"Objekt, in: Bauer, Hermann/Büttner, Frank/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 6: Freistaat Bayern, Regierungsbezirk Oberbayern, Stadt und Landkreis Freising, München 1998, S.266-270.","Böhm, Cordula",,,,266,270,Johanneck
Band 6,"Neufahrn bei Freising, Alte Pfarrkirche Hl. Geist",0,Sakral,"Objekt, in: Bauer, Hermann/Büttner, Frank/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 6: Freistaat Bayern, Regierungsbezirk Oberbayern, Stadt und Landkreis Freising, München 1998, S.271-279.","Bauer-Wild, Anna/Tezmen-Siegel, Jutta",,,,271,279,Neufahrn bei Freising
Band 6,"Pfrombach, Pfarrkirche St. Margareta",0,Sakral,"Objekt, in: Bauer, Hermann/Büttner, Frank/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 6: Freistaat Bayern, Regierungsbezirk Oberbayern, Stadt und Landkreis Freising, München 1998, S.280-89.","Bauer-Wild, Anna",,,,280,289,Pfrombach
Band 6,"Schlipps, Filialkirche St. Silvester",0,Sakral,"Objekt, in: Bauer, Hermann/Büttner, Frank/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 6: Freistaat Bayern, Regierungsbezirk Oberbayern, Stadt und Landkreis Freising, München 1998, S.290.","Volk-Knüttel, Brigitte",,,,290,290,Schlipps
Band 6,"Thalhausen, Schlosskapelle St. Anna",0,Sakral,"Objekt, in: Bauer, Hermann/Büttner, Frank/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 6: Freistaat Bayern, Regierungsbezirk Oberbayern, Stadt und Landkreis Freising, München 1998, S.291-296.","Bauer-Wild, Anna/Böhm, Cordula",,,,291,296,Thalhausen
Band 6,"Tünzhausen, Filialkirche St. Petrus und Paulus",0,Sakral,"Objekt, in: Bauer, Hermann/Büttner, Frank/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 6: Freistaat Bayern, Regierungsbezirk Oberbayern, Stadt und Landkreis Freising, München 1998, S.297-303.","Bauer-Wild, Anna/Böhm, Cordula/Volk-Knüttel, Brigitte",,,,297,303,Tünzhausen
