Band,Bauwerk,Modul,Eigenschaft,Literaturangabe,Autor,Eingabe komplett,"Datenbankeintrag (Bild, Kurztext, Literaturverweis, basis Strukturdaten)",Notiz,Seite_von,Seite_bis,Ort
Band 13,"Eichstätt, Semiar- und Universitätskirche des ehem. Jesuitenkollegs, sog. Schutzengelkirche",0,Sakral,"Eichstätt, Schutzengelkirche, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 13: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt Ingolstadt, Landkreis Pfaffenhofen, München 2010, S.123-153.","Bauer-Wild, Anna",,,,123,153,Eichstätt
Band 13,"Eichstätt, ehem. Klosterkirche des ehem. Augustiner-Chorfrauen Klosters, Notre Dame de Sacre Coeur",0,Sakral,"Eichstätt, Notre Dame de Sacre Coeur, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 13: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt Ingolstadt, Landkreis Pfaffenhofen, München 2010, S.154-171.","Böhm, Cordula",,,,154,171,Eichstätt
Band 13,"Eichstätt, Maria-Hilf-Kapelle",0,Sakral,"Eichstätt, Maria-Hilf-Kapelle, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 13: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt Ingolstadt, Landkreis Pfaffenhofen, München 2010, S.172-179.","Grimminger, Christina/Langenstein, Eva/Böhm, Cordula",,,,172,179,Eichstätt
Band 13,"Eichstätt, Frauenbergkapelle",0,Sakral,"Eichstätt, Frauenbergkapelle, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 13: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt Ingolstadt, Landkreis Pfaffenhofen, München 2010, S.180-185.","Grimminger, Christina",,,,180,185,Eichstätt
Band 13,"Eichstätt, Ehem. Fürstbischöfliche Stadtresidenz",0,Sakral,"Eichstätt, Ehem. Fürstbischöfliche Stadtresidenz, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 13: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt Ingolstadt, Landkreis Pfaffenhofen, München 2010, S.186-187.","Grimminger, Christina",,,,186,187,Eichstätt
Band 13,"Eichstätt, Ehem. Fürstbischöfliche Stadtresidenz, Treppenhaus",0,Sakral,"Eichstätt, Ehem. Fürstbischöfliche Stadtresidenz, Treppenhaus, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 13: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt Ingolstadt, Landkreis Pfaffenhofen, München 2010, S.187-195.","Grimminger, Christina",,,,187,195,Eichstätt
Band 13,"Eichstätt, Ehem. Fürstbischöfliche Stadtresidenz, Festsaal, sog. Spiegelsaal",0,Sakral,"Eichstätt, Ehem. Fürstbischöfliche Stadtresidenz, Festsaal, sog. Spiegelsaal, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 13: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt Ingolstadt, Landkreis Pfaffenhofen, München 2010, S.195-213.","Grimminger, Christina",,,,195,213,Eichstätt
Band 13,"Eichstätt, Ehem. Fürstbischöfliche Sommerresidenz, Festsaal, sog. Holzsaal",0,Sakral,"Eichstätt, Ehem. Fürstbischöfliche Sommerresidenz, Festsaal, sog. Holzsaal, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 13: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt Ingolstadt, Landkreis Pfaffenhofen, München 2010, S.214-224.","Grimminger, Christina",,,,214,224,Eichstätt
Band 13,"Eichstätt, Ehem. Fürstbischöfliche Sommerresidenz, Hofgartenpavillons",0,Sakral,"Eichstätt, Ehem. Fürstbischöfliche Sommerresidenz, Hofgartenpavillons, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 13: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt Ingolstadt, Landkreis Pfaffenhofen, München 2010, S.224-232.","E.L. / Böhm, Cordula",,,,224,232,Eichstätt
Band 13,"Eichstätt, ehem. Domkapitelstuben",0,Sakral,"Eichstätt, Domkapitelstuben, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 13: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt Ingolstadt, Landkreis Pfaffenhofen, München 2010, S.233-240.","Grimminger, Christina",,,,233,240,Eichstätt
Band 13,"Eichstätt, ehem. Domherrenhof Schönborn",0,Sakral,"Eichstätt, ehem. Domherrenhof Schönborn in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 13: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt Ingolstadt, Landkreis Pfaffenhofen, München 2010, S.241-244.","Bauer-Wild, Anna / Grimminger, Christina",,,,241,244,Eichstätt
Band 13,"Enkering, Pfarrkirche St. Otmar",0,Sakral,"Enkering, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 13: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt Ingolstadt, Landkreis Pfaffenhofen, München 2010, S.245-250.","Böhm, Cordula",,,,245,250,Enkering
Band 13,"Grösdorf, Salvatorkapelle",0,Sakral,"Grösdorf, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 13: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt Ingolstadt, Landkreis Pfaffenhofen, München 2010, S.251-253.","Böhm, Cordula",,,,251,253,Grösdorf
Band 13,"Großmehring, Alte Pfarrkirche Mariä Geburt",0,Sakral,"Großmehring, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 13: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt Ingolstadt, Landkreis Pfaffenhofen, München 2010, S.254-255.","Böhm, Cordula",,,,254,255,Großmehring
Band 13,"Gungolding, Pfarrkirche Mariä Himmelfahrt",0,Sakral,"Gungolding, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 13: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt Ingolstadt, Landkreis Pfaffenhofen, München 2010, S.256-261.","Grimminger, Christina",,,,256,261,Gungolding
Band 13,"Hirschberg, ehem. Fürstbischöfliches Sommerschloss",0,Sakral,"Hirschberg, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 13: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt Ingolstadt, Landkreis Pfaffenhofen, München 2010, S.262-279.","Grimminger, Christina",,,,262,279,Hirschberg
Band 13,"Hitzhofen, Alte Pfarrkirche Mariä Heimsuchung",0,Sakral,"Hitzhofen, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 13: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt Ingolstadt, Landkreis Pfaffenhofen, München 2010, S.280-287.","Bauer-Wild, Anna/Grimminger, Christina",,,,280,287,Hitzhofen
Band 13,"Kevenhüll, Pfarrkirche St. Ulrich",0,Sakral,"Kevenhüll, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 13: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt Ingolstadt, Landkreis Pfaffenhofen, München 2010, S.288-292.","Böhm, Cordula",,,,288,292,Kevenhüll
Band 13,"Kinding, Pfarrkirche Mariä Geburt",0,Sakral,"Kinding, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 13: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt Ingolstadt, Landkreis Pfaffenhofen, München 2010, S.293-295.","Böhm, Cordula",,,,293,295,Kinding
Band 13,"Kösching, Pfarrkirche Mariä Himmelfahrt und St. Martin",0,Sakral,"Kösching, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 13: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt Ingolstadt, Landkreis Pfaffenhofen, München 2010, S.296-306.","Böhm, Cordula/Bauer-Wild, Anna/Langenstein, Eva",,,,296,306,Kösching
Band 13,"Kösching, Seelenkapelle",0,Sakral,"Kösching, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 13: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt Ingolstadt, Landkreis Pfaffenhofen, München 2010, S.306-312.","Böhm, Cordula/Bauer-Wild, Anna/Langenstein, Eva",,,,306,312,Kösching
Band 13,"Konstein, sog. Apostelkirche St. Ägidius",0,Sakral,"Konstein, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 13: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt Ingolstadt, Landkreis Pfaffenhofen, München 2010, S.313-316.","Grimminger, Christina",,,,313,316,Konstein
Band 13,"Kottingwörth, Pfarrkirche St. Vitus",0,Sakral,"Kottingwörth, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 13: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt Ingolstadt, Landkreis Pfaffenhofen, München 2010, S.317-326.","Grimminger, Christina",,,,317,326,Kottingwörth
Band 13,"Lenting, Pfarrkirche St. Nikolaus",0,Sakral,"Lenting, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 13: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt Ingolstadt, Landkreis Pfaffenhofen, München 2010, S.327-342.","Böhm, Cordula",,,,327,342,Lenting
Band 13,"Lippertshofen, Filialkirche St. Georg und St. Leonhard",0,Sakral,"Lippertshofen, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 13: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt Ingolstadt, Landkreis Pfaffenhofen, München 2010, S.343-347.","Grimminger, Christina",,,,343,347,Lippertshofen
Band 13,"Marienstein, Priorat des Augustinerinnenklosters Marienstein",0,Sakral,"Marienstein, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 13: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt Ingolstadt, Landkreis Pfaffenhofen, München 2010, S.348-350.","Grimminger, Christina",,,,348,350,Marienstein
Band 13,"Möckenlohe, Pfarrkirche Mariä Himmelfahrt",0,Sakral,"Möckenlohe, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 13: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt Ingolstadt, Landkreis Pfaffenhofen, München 2010, S.351-359.","Grimminger, Christina",,,,351,359,Möckenlohe
Band 13,"Nassenfels, Pfarrkirche St. Nikolaus",0,Sakral,"Nassenfels, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 13: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt Ingolstadt, Landkreis Pfaffenhofen, München 2010, S.360-371.","Bauer-Wild, Anna/Grimminger, Christina",,,,360,371,Nassenfels
Band 13,"Ochsenfeld, Pfarrkirche St. Nikolaus",0,Sakral,"Ochsenfeld, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 13: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt Ingolstadt, Landkreis Pfaffenhofen, München 2010, S.372-375.","Böhm, Cordula",,,,372,375,Ochsenfeld
Band 13,"Pfahldorf, Pfarrkirche St. Johannes Baptist",0,Sakral,"Pfahldorf, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 13: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt Ingolstadt, Landkreis Pfaffenhofen, München 2010, S.376-379.","Böhm, Cordula",,,,376,379,Pfahldorf
Band 13,"Pfalzpaint, Filialkirche St. Andreas",0,Sakral,"Pfalzpaint, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 13: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt Ingolstadt, Landkreis Pfaffenhofen, München 2010, S.380-383.","Grimminger, Christina",,,,380,383,Pfalzpaint
Band 13,"Pförring, Pfarrkirche St. Leoonhard",0,Sakral,"Pförring, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 13: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt Ingolstadt, Landkreis Pfaffenhofen, München 2010, S.384-390.","Böhm, Cordula",,,,384,390,Pförring
Band 13,"Rebdorf, ehem. Augustiner-Chorherrenstift",0,Sakral,"Rebdorf, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 13: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt Ingolstadt, Landkreis Pfaffenhofen, München 2010, S.391-424.","Grimminger, Christina",,,,391,424,Rebdorf
Band 13,"Schambach, Pfarr- und Wallfahrtskirche Hl. Kreuz",0,Sakral,"Schambach, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 13: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt Ingolstadt, Landkreis Pfaffenhofen, München 2010, S.425-436.","Grimminger, Christina",,,,425,436,Schambach
Band 13,"Tauberfeld, Filialkirche St. Martin",0,Sakral,"Tauberfeld, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 13: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt Ingolstadt, Landkreis Pfaffenhofen, München 2010, S.437-440.","Grimminger, Christina/Langenstein, Eva",,,,437,440,Tauberfeld
Band 13,"Untermemmendorf, Filialkirche St. Nikolaus",0,Sakral,"Untermemmendorf, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 13: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt Ingolstadt, Landkreis Pfaffenhofen, München 2010, S.441-443.","Böhm, Cordula",,,,441,443,Untermemmendorf
Band 13,"Walting, Leonhardskapelle",0,Sakral,"Walting, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 13: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt Ingolstadt, Landkreis Pfaffenhofen, München 2010, S.444-445.","Böhm, Cordula",,,,444,445,Walting
Band 13,"Weigersdorf, Filialkirche St. Andreas",0,Sakral,"Weigersdorf, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 13: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt Ingolstadt, Landkreis Pfaffenhofen, München 2010, S.446-450.","Bauer-Wild, Anna/Grimminger, Christina",,,,446,450,Weigersdorf
