Band,Bauwerk,Modul,Eigenschaft,Literaturangabe,Autor,Eingabe komplett,"Datenbankeintrag (Bild, Kurztext, Literaturverweis, basis Strukturdaten)",Notiz,Seite_von,Seite_bis,Ort
Band 11,"Siegsdorf, Pfarrkirche Mariä Unbefleckte Empfängnis",0,Sakral,"Siegsdorf, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 11: Freistaat Bayern. Regierungsbezirk Oberbayern. Landkreis Neuburg-Schrobenhausen, München 2005, S.144-159.","Bauer-Wild, Anna",,,,144,159,Siegsdorf
Band 11,"Stein a. d. Traun, Schlosskapelle St. Georg und Heilige Drei Könige",0,Sakral,"Stein a. d. Traun, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 11: Freistaat Bayern. Regierungsbezirk Oberbayern. Landkreis Neuburg-Schrobenhausen, München 2005, S.160-162.","Bauer-Wild, Anna",,,,160,162,Stein a. d. Traun
Band 11,"Stein a. d. Traun, Feldkapelle sog. Johann-Nepomuk-Kapelle",0,Sakral,"Stein a. d. Traun, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 11: Freistaat Bayern. Regierungsbezirk Oberbayern. Landkreis Neuburg-Schrobenhausen, München 2005, S.162-165.","Bauer-Wild, Anna",,,,162,165,Stein a. d. Traun
Band 11,"Tacherting, Pfarrkirche Mariä Himmelfahrt",0,Sakral,"Tacherting, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 11: Freistaat Bayern. Regierungsbezirk Oberbayern. Landkreis Neuburg-Schrobenhausen, München 2005, S.166-174.","Bauer-Wild, Anna",,,,166,174,Tacherting
Band 11,"Tacherting, Friedhofskapelle St. Anna",0,Sakral,"Tacherting, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 11: Freistaat Bayern. Regierungsbezirk Oberbayern. Landkreis Neuburg-Schrobenhausen, München 2005, S.174-177.","Bauer-Wild, Anna",,,,174,177,Tacherting
Band 11,"Tittmoning, Kreuzabnahme-Kapelle an der Stadtpfarrkirche",0,Sakral,"Tittmoning, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 11: Freistaat Bayern. Regierungsbezirk Oberbayern. Landkreis Neuburg-Schrobenhausen, München 2005, S.178-179.","Bauer-Wild, Anna",,,,178,179,Tittmoning
Band 11,"Tittmoning, Wallfahrtskirche Maria Ponlach",0,Sakral,"Tittmoning, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 11: Freistaat Bayern. Regierungsbezirk Oberbayern. Landkreis Neuburg-Schrobenhausen, München 2005, S.180-187.","Bauer-Wild, Anna",,,,180,187,Tittmoning
Band 11,"Traunwalchen, Wallfahrtskapelle Frauenbrunn",0,Sakral,"Traunwalchen, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 11: Freistaat Bayern. Regierungsbezirk Oberbayern. Landkreis Neuburg-Schrobenhausen, München 2005, S.188-189.","Bauer-Wild, Anna",,,,188,189,Traunwalchen
Band 11,"Unterwössen, Pfarrkirche St. Martin",0,Sakral,"Unterwössen, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 11: Freistaat Bayern. Regierungsbezirk Oberbayern. Landkreis Neuburg-Schrobenhausen, München 2005, S.190-195.","Bauer-Wild, Anna",,,,190,195,Unterwössen
Band 11,"Waging, Pfarrkirche St. Martin",0,Sakral,"Waging, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 11: Freistaat Bayern. Regierungsbezirk Oberbayern. Landkreis Neuburg-Schrobenhausen, München 2005, S.196-200.","Bauer-Wild, Anna",,,,196,200,Waging
Band 11,"Berchtesgaden, ehem. Augustiner-Chorherrenstift",0,Sakral,"Berchtesgaden, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 11: Freistaat Bayern. Regierungsbezirk Oberbayern. Landkreis Neuburg-Schrobenhausen, München 2005, S.201-206","Bauer-Wild, Anna",,,,201,206,Berchtesgaden
Band 11,"Ettenberg, Wallfahrtskirche Maria Ettenberg",0,Sakral,"Ettenberg, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 11: Freistaat Bayern. Regierungsbezirk Oberbayern. Landkreis Neuburg-Schrobenhausen, München 2005, S.207-213.","Bauer-Wild, Anna",,,,207,213,Ettenberg
Band 11,"Hintersee, Kapelle St. Antonius von Padua",0,Sakral,"Hintersee, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 11: Freistaat Bayern. Regierungsbezirk Oberbayern. Landkreis Neuburg-Schrobenhausen, München 2005, S.214-216.","Bauer-Wild, Anna",,,,214,216,Hintersee
Band 11,"Höglwörth, ehem. Stiftskirche der ehem. Augustiner-Chorherrenstifts",0,Sakral,"Höglwörth, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 11: Freistaat Bayern. Regierungsbezirk Oberbayern. Landkreis Neuburg-Schrobenhausen, München 2005, S.217-231.","Bauer-Wild, Anna",,,,217,231,Höglwörth
Band 11,"Höglwörth, ehem. Winterchor des ehem. Augustiner-Chorherrenstifts",0,Sakral,"Höglwörth, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 11: Freistaat Bayern. Regierungsbezirk Oberbayern. Landkreis Neuburg-Schrobenhausen, München 2005, S.232-237.","Bauer-Wild, Anna",,,,232,237,Höglwörth
Band 11,"Höglwörth, ehem. Prälatur des ehem. Augustiner-Chorherrenstifts",0,Sakral,"Höglwörth, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 11: Freistaat Bayern. Regierungsbezirk Oberbayern. Landkreis Neuburg-Schrobenhausen, München 2005, S.237-240.","Bauer-Wild, Anna",,,,237,240,Höglwörth
Band 11,"Laufen, Michaelskapelle",0,Sakral,"Laufen, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 11: Freistaat Bayern. Regierungsbezirk Oberbayern. Landkreis Neuburg-Schrobenhausen, München 2005, S.241-244.","Bauer-Wild, Anna",,,,241,244,Laufen
Band 11,"Maria Gern, Wallfahrtskirche Maria Gern",0,Sakral,"Maria Gern, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 11: Freistaat Bayern. Regierungsbezirk Oberbayern. Landkreis Neuburg-Schrobenhausen, München 2005, S.245-256.","Bauer-Wild, Anna",,,,245,256,Maria Gern
Band 11,"Ramsau bei Berchtesgaden, Wallfahrtskirche Mariä Himmelfahrt",0,Sakral,"Ramsau, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 11: Freistaat Bayern. Regierungsbezirk Oberbayern. Landkreis Neuburg-Schrobenhausen, München 2005, S.257-262.","Bauer-Wild, Anna",,,,257,262,Ramsau bei Berchtesgaden
Band 11,"Triebenbach, Schlosskapelle Maria Schnee",0,Sakral,"Triebenbach, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 11: Freistaat Bayern. Regierungsbezirk Oberbayern. Landkreis Neuburg-Schrobenhausen, München 2005, S.263-265.","Bauer-Wild, Anna",,,,263,265,Triebenbach
Band 11,"Altenburg, Wallfahrtskirche Maria vom Siege",0,Sakral,"Altenburg, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 11: Freistaat Bayern. Regierungsbezirk Oberbayern. Landkreis Neuburg-Schrobenhausen, München 2005, S.267-287.","Sauerländer, Brigitte",,,,267,287,Altenburg
Band 11,"Anzing, ehem. Schlosskapelle Heilig Kreuz",0,Sakral,"Anzing, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 11: Freistaat Bayern. Regierungsbezirk Oberbayern. Landkreis Neuburg-Schrobenhausen, München 2005, S.288-299.","Sauerländer, Brigitte",,,,288,299,Anzing
Band 11,"Ebersberg, ehem. Augustiner-Chorherrenstift",0,Sakral,"Ebersberg, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 11: Freistaat Bayern. Regierungsbezirk Oberbayern. Landkreis Neuburg-Schrobenhausen, München 2005, S.300-330.","Sauerländer, Brigitte / Böhm, Cordula",,,,300,330,Ebersberg
Band 11,"Emmering, Pfarrkirche St. Pankratius",0,Sakral,"Emmering, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 11: Freistaat Bayern. Regierungsbezirk Oberbayern. Landkreis Neuburg-Schrobenhausen, München 2005, S.331-336.","Sauerländer, Brigitte",,,,331,336,Emmering
Band 11,"Fortsinning, Pfarrkirche Mariä Heimsuchung",0,Sakral,"Forstinning, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 11: Freistaat Bayern. Regierungsbezirk Oberbayern. Landkreis Neuburg-Schrobenhausen, München 2005, S.337-342.","Sauerländer, Brigitte",,,,337,342,Fortsinning
Band 11,"Frauenreuth, Filial- und Wallfahrtskirche Mariä Himmelfahrt",0,Sakral,"Frauenreuth, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 11: Freistaat Bayern. Regierungsbezirk Oberbayern. Landkreis Neuburg-Schrobenhausen, München 2005, S.343-346.","Bauer-Wild, Anna / Böhm, Cordula",,,,343,346,Frauenreuth
Band 11,"Gelting, Pfarrkirche Mariä Himmelfahrt",0,Sakral,"Gelting, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 11: Freistaat Bayern. Regierungsbezirk Oberbayern. Landkreis Neuburg-Schrobenhausen, München 2005, S.347-353.","Sauerländer, Brigitte",,,,347,353,Gelting
Band 11,"Grafing, Marktkirche Heiligste Dreifaltigkeit",0,Sakral,"Grafing, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 11: Freistaat Bayern. Regierungsbezirk Oberbayern. Landkreis Neuburg-Schrobenhausen, München 2005, S.354-363.","Sauerländer, Brigitte / Böhm, Cordula",,,,354,363,Grafing
Band 11,"Landsham, Filialkirche St. Stephanus",0,Sakral,"Landsham, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 11: Freistaat Bayern. Regierungsbezirk Oberbayern. Landkreis Neuburg-Schrobenhausen, München 2005, S.364-370.","Sauerländer, Brigitte",,,,364,370,Landsham
Band 11,"Oberndorf, Pfarrkuratiekirche St. Georg",0,Sakral,"Oberndorf, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 11: Freistaat Bayern. Regierungsbezirk Oberbayern. Landkreis Neuburg-Schrobenhausen, München 2005, S.371-378.","Sauerländer, Brigitte / Böhm, Cordula",,,,371,378,Oberndorf
