Band,Bauwerk,Modul,Eigenschaft,Literaturangabe,Autor,Eingabe komplett,"Datenbankeintrag (Bild, Kurztext, Literaturverweis, basis Strukturdaten)",Notiz,Seite_von,Seite_bis,Ort
Band 10,"Neuburg an der Donau, Schloss",0,Profan,"Stadt Neuburg, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 10: Freistaat Bayern. Regierungsbezirk Oberbayern. Landkreis Neuburg-Schrobenhausen, München 2005, S.219-229.","Volk-Knüttel, Brigitte",,,,219,229,Neuburg an der Donau
Band 10,"Neuburg an der Donau, ehem. Hofapotheke",0,Profan,"Stadt Neuburg, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 10: Freistaat Bayern. Regierungsbezirk Oberbayern. Landkreis Neuburg-Schrobenhausen, München 2005, S.230-232.","Volk-Knüttel, Brigitte",,,,230,232,Neuburg an der Donau
Band 10,"Oberhausen, Pfarrkirche St. Clemens",0,Sakral,"Oberhausen, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 10: Freistaat Bayern. Regierungsbezirk Oberbayern. Landkreis Neuburg-Schrobenhausen, München 2005, S.233-237.","Volk-Knüttel, Brigitte",,,,233,237,Oberhausen
Band 10,"Ortlfing, Pfarrkirche St. Stephanus",0,Sakral,"Ortlfing, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 10: Freistaat Bayern. Regierungsbezirk Oberbayern. Landkreis Neuburg-Schrobenhausen, München 2005, S.238-243.","Volk-Knüttel, Brigitte",,,,238,243,Ortlfing
Band 10,"Rennertshofen, Pfarrkirche Johannes der Täufer",0,Sakral,"Rennertshofen, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 10: Freistaat Bayern. Regierungsbezirk Oberbayern. Landkreis Neuburg-Schrobenhausen, München 2005, S.244-256.","Volk-Knüttel, Brigitte",,,,244,256,Rennertshofen
Band 10,"Sandizell, Pfarrkirche St. Petrus",0,Sakral,"Sandizell, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 10: Freistaat Bayern. Regierungsbezirk Oberbayern. Landkreis Neuburg-Schrobenhausen, München 2005, S.257-265.","Sauerländer, Brigitte",,,,257,265,Sandizell
Band 10,"Sandizell, Schlosskapelle Zum gekreuzigten Heiland",0,Sakral,"Sandizell, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 10: Freistaat Bayern. Regierungsbezirk Oberbayern. Landkreis Neuburg-Schrobenhausen, München 2005, S.266-270.","Sauerländer, Brigitte",,,,266,270,Sandizell
Band 10,"Schrobenhausen, Filialkirche St. Salvator",0,Sakral,"Schrobenhausen, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 10: Freistaat Bayern. Regierungsbezirk Oberbayern. Landkreis Neuburg-Schrobenhausen, München 2005, S.271-275.","Sauerländer, Brigitte",,,,271,275,Schrobenhausen
Band 10,"Sehensand, Firedhofskapelle St. Stephanus",0,Sakral,"Sehensand, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 10: Freistaat Bayern. Regierungsbezirk Oberbayern. Landkreis Neuburg-Schrobenhausen, München 2005, S.276-279.","Volk-Knüttel, Brigitte",,,,276,279,Sehensand
Band 10,"Sinning, Pfarrkirche St. Nikolaus",0,Sakral,"Sinning, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 10: Freistaat Bayern. Regierungsbezirk Oberbayern. Landkreis Neuburg-Schrobenhausen, München 2005, S.280-298.","Volk-Knüttel, Brigitte",,,,280,298,Sinning
Band 10,"Strass, Pfarrkirche Mariä Himmelfahrt",0,Sakral,"Strass, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 10: Freistaat Bayern. Regierungsbezirk Oberbayern. Landkreis Neuburg-Schrobenhausen, München 2005, S.299-305.","Volk-Knüttel, Brigitte",,,,299,305,Strass
Band 10,"Treidelheim, Filialkirche St. Veit",0,Sakral,"Treidelheim, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 10: Freistaat Bayern. Regierungsbezirk Oberbayern. Landkreis Neuburg-Schrobenhausen, München 2005, S.306-307.","Volk-Knüttel, Brigitte",,,,306,307,Treidelheim
Band 10,"Unterhausen, Pfarrkirche St. Pankratius",0,Sakral,"Unterhausen, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 10: Freistaat Bayern. Regierungsbezirk Oberbayern. Landkreis Neuburg-Schrobenhausen, München 2005, S.308-312.","Volk-Knüttel, Brigitte",,,,308,312,Unterhausen
Band 10,"Waidhofen, Pfarrkirche Mariä Reinigung",0,Sakral,"Waidhofen, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 10: Freistaat Bayern. Regierungsbezirk Oberbayern. Landkreis Neuburg-Schrobenhausen, München 2005, S.313-327.","Volk-Knüttel, Brigitte",,,,313,327,Waidhofen
Band 10,"Zell, Pfarrkirche St. Lucia",0,Sakral,"Zell, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd. 10: Freistaat Bayern. Regierungsbezirk Oberbayern. Landkreis Neuburg-Schrobenhausen, München 2005, S.328-336.","Volk-Knüttel, Brigitte",,,,328,336,Zell
