Band,Bauwerk,Modul,Eigenschaft,Literaturangabe,Autor,Eingabe komplett,"Datenbankeintrag (Bild, Kurztext, Literaturverweis, basis Strukturdaten)",Notiz,Seite_von,Seite_bis,Ort
Band 7,"Isen, Pfarrkirche St. Zeno",0,Sakral,"Isen, in: Bauer, Hermann/Büttner, Frank/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 7: Freistaat Bayern, Regierungsbezirk Oberbayern, Landkreis Erding, München 2001, S.169-177.","Bauer-Wild, Anna",,,,169,177,Isen
Band 7,"Itzling, Filialkirche St. Vitus",0,Sakral,"Itzling, in: Bauer, Hermann/Büttner, Frank/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 7: Freistaat Bayern, Regierungsbezirk Oberbayern, Landkreis Erding, München 2001, S.178-180.","Bauer-Wild, Anna",,,,178,180,Itzling
Band 7,"Jaibing, Filialkirche Johannes der Täufer",0,Sakral,"Jaibing, in: Bauer, Hermann/Büttner, Frank/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 7: Freistaat Bayern, Regierungsbezirk Oberbayern, Landkreis Erding, München 2001, S.181-182.","Bauer-Wild, Anna",,,,181,182,Jaibing
Band 7,"Kirchberg, Filialkirche St. Peter und Paul",0,Sakral,"Kirchberg, in: Bauer, Hermann/Büttner, Frank/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 7: Freistaat Bayern, Regierungsbezirk Oberbayern, Landkreis Erding, München 2001, S.183-186.","Bauer-Wild, Anna",,,,183,186,Kirchberg
Band 7,"Landersdorf, Filialkirche St. Martin",0,Sakral,"Landersdorf, in: Bauer, Hermann/Büttner, Frank/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 7: Freistaat Bayern, Regierungsbezirk Oberbayern, Landkreis Erding, München 2001, S.187.","Bauer-Wild, Anna",,,,187,187,Landersdorf
Band 7,"Langengeisling, Pfarrkirche St. Martin",0,Sakral,"Langengeisling, in: Bauer, Hermann/Büttner, Frank/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 7: Freistaat Bayern, Regierungsbezirk Oberbayern, Landkreis Erding, München 2001, S.188-194.","Bauer-Wild, Anna",,,,188,194,Langengeisling
Band 7,"Langengeisling, Friedhofskapelle",0,Sakral,"Langengeisling, in: Bauer, Hermann/Büttner, Frank/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 7: Freistaat Bayern, Regierungsbezirk Oberbayern, Landkreis Erding, München 2001, S.194-200.","Bauer-Wild, Anna",,,,194,200,Langengeisling
Band 7,"Lengdorf, Pfarrkirche St. Petrus",0,Sakral,"Lengdorf, in: Bauer, Hermann/Büttner, Frank/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 7: Freistaat Bayern, Regierungsbezirk Oberbayern, Landkreis Erding, München 2001, S.201-208.","Bauer-Wild, Anna",,,,201,208,Lengdorf
Band 7,"Maria Thalheim, Pfarrkuratie- und Wallfahrtskirche Mariä Himmelfahrt",0,Sakral,"Maria Thalheim, in: Bauer, Hermann/Büttner, Frank/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 7: Freistaat Bayern, Regierungsbezirk Oberbayern, Landkreis Erding, München 2001, S.209-224.","Bauer-Wild, Anna",,,,209,224,Maria Thalheim
Band 7,"Niederding, Pfarrkirche St. Martin",0,Sakral,"Niederding, in: Bauer, Hermann/Büttner, Frank/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 7: Freistaat Bayern, Regierungsbezirk Oberbayern, Landkreis Erding, München 2001, S.225-230.","Bauer-Wild, Anna",,,,225,230,Niederding
Band 7,"Niederstraubing, Filialkirche St. Martin",0,Sakral,"Niederstraubing, in: Bauer, Hermann/Büttner, Frank/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 7: Freistaat Bayern, Regierungsbezirk Oberbayern, Landkreis Erding, München 2001, S.231-235.","Böhm, Cordula",,,,231,235,Niederstraubing
Band 7,"Notzing, Filialkirche St. Nikolaus",0,Sakral,"Notzing, in: Bauer, Hermann/Büttner, Frank/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 7: Freistaat Bayern, Regierungsbezirk Oberbayern, Landkreis Erding, München 2001, S.236-237.","Bauer-Wild, Anna",,,,236,237,Notzing
Band 7,"Oberbierbach, Filialkirche St. Martin",0,Sakral,"Oberbierbach, in: Bauer, Hermann/Büttner, Frank/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 7: Freistaat Bayern, Regierungsbezirk Oberbayern, Landkreis Erding, München 2001, S.238-244.","Bauer-Wild, Anna",,,,238,244,Oberbierbach
Band 7,"Oberneuching, Pfarrkirche St. Martin",0,Sakral,"Oberneuching, in: Bauer, Hermann/Büttner, Frank/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 7: Freistaat Bayern, Regierungsbezirk Oberbayern, Landkreis Erding, München 2001, S.245-253.","Bauer-Wild, Anna",,,,245,253,Oberneuching
Band 7,"Reichenkirchen, Pfarrkirche St. Michael",0,Sakral,"Reichenkirchen, in: Bauer, Hermann/Büttner, Frank/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 7: Freistaat Bayern, Regierungsbezirk Oberbayern, Landkreis Erding, München 2001, S.254-261.","Bauer-Wild, Anna",,,,254,261,Reichenkirchen
Band 7,"Riding, Pfarrkirche St. Georg",0,Sakral,"Riding, in: Bauer, Hermann/Büttner, Frank/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 7: Freistaat Bayern, Regierungsbezirk Oberbayern, Landkreis Erding, München 2001, S.262-270.","Bauer-Wild, Anna",,,,262,270,Riding
Band 7,"Salmannskirchen, Filialkirche St. Oswald",0,Sakral,"Salmannskirchen, in: Bauer, Hermann/Büttner, Frank/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 7: Freistaat Bayern, Regierungsbezirk Oberbayern, Landkreis Erding, München 2001, S.271-274.","Bauer-Wild, Anna",,,,271,274,Salmannskirchen
Band 7,"St. Wolfgang, Pfarr- und Wallfahrtskirche St. Wolfgang",0,Sakral,"St. Wolfgang, in: Bauer, Hermann/Büttner, Frank/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 7: Freistaat Bayern, Regierungsbezirk Oberbayern, Landkreis Erding, München 2001, S.275-280.","Bauer-Wild, Anna",,,,275,280,St. Wolfgang
Band 7,"Schröding, Pfarrkirche St. Nikolaus",0,Sakral,"Schröding, in: Bauer, Hermann/Büttner, Frank/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 7: Freistaat Bayern, Regierungsbezirk Oberbayern, Landkreis Erding, München 2001, S.281-283.","Böhm, Cordula",,,,281,283,Schröding
Band 7,"Schwindkirchen, Pfarrkirche Mariä Himmelfahrt",0,Sakral,"Schwindkirchen, in: Bauer, Hermann/Büttner, Frank/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 7: Freistaat Bayern, Regierungsbezirk Oberbayern, Landkreis Erding, München 2001, S.284-295.","Böhm, Cordula",,,,284,295,Schwindkirchen
Band 7,"Tading, Pfarr- und Wallfahrtskirche Mariä Himmelfahrt",0,Sakral,"Tading, in: Bauer, Hermann/Büttner, Frank/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 7: Freistaat Bayern, Regierungsbezirk Oberbayern, Landkreis Erding, München 2001, S.296-301.","Bauer-Wild, Anna",,,,296,301,Tading
Band 7,"Tegernbach, Filialkirche St. Petrus",0,Sakral,"Tegernbach, in: Bauer, Hermann/Büttner, Frank/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 7: Freistaat Bayern, Regierungsbezirk Oberbayern, Landkreis Erding, München 2001, S.302-311.","Bauer-Wild, Anna",,,,302,311,Tegernbach
Band 7,"Walpertskirchen, Pfarrkirche St. Erhard",0,Sakral,"Walpertskirchen, in: Bauer, Hermann/Büttner, Frank/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 7: Freistaat Bayern, Regierungsbezirk Oberbayern, Landkreis Erding, München 2001, S.312-315.","Bauer-Wild, Anna",,,,312,315,Walpertskirchen
Band 7,"Wörth, Pfarrkirche St. Petrus",0,Sakral,"Wörth, in: Bauer, Hermann/Büttner, Frank/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 7: Freistaat Bayern, Regierungsbezirk Oberbayern, Landkreis Erding, München 2001, S.316-327.","Bauer-Wild, Anna",,,,316,327,Wörth
